Date,Spend,AMS_revenue,Impressions,Clicks,PID,CID
29-10-2018,661.42,3430.66,253252,1481,p252,c3
05-11-2018,638.3,4387.89,271708,1609,p252,c3
12-11-2018,714.64,5640.1,233411,1616,p252,c3
19-11-2018,815.45,11163.64,413226,2481,p252,c3
26-11-2018,469.73,10594.97,338139,1927,p252,c3
03-12-2018,470.36,7927.59,409802,2016,p252,c3
10-12-2018,730.83,15476.95,556570,2704,p252,c3
17-12-2018,413,7517.16,311170,1582,p252,c3
24-12-2018,179.59,1245.5,110445,579,p252,c3
01-01-2018,8.67,23,15460,33,p253,c1
08-01-2018,12.11,164.79,8687,31,p253,c1
15-01-2018,10.22,85.97,8721,28,p253,c1
22-01-2018,11.57,253.32,7173,31,p253,c1
29-01-2018,2.68,30.54,2504,7,p253,c1
05-02-2018,0,0,0,0,p253,c1
12-02-2018,0,0,0,0,p253,c1
19-02-2018,0,0,0,0,p253,c1
26-02-2018,0,0,0,0,p253,c1
05-03-2018,0,0,0,0,p253,c1
12-03-2018,0,0,0,0,p253,c1
19-03-2018,0.21,0,1186,2,p253,c1
26-03-2018,1.98,71.94,807,6,p253,c1
02-04-2018,3.72,39.95,1038,10,p253,c1
09-04-2018,2.98,47.98,2120,9,p253,c1
16-04-2018,7.23,27.99,1979,14,p253,c1
23-04-2018,3.09,21.95,1375,10,p253,c1
30-04-2018,2.22,23.73,1454,6,p253,c1
07-05-2018,2.2,0,1349,9,p253,c1
14-05-2018,3.27,83.32,1710,11,p253,c1
21-05-2018,4.39,172.45,3653,18,p253,c1
28-05-2018,6.14,157.28,3402,18,p253,c1
04-06-2018,6.52,23.49,2289,15,p253,c1
11-06-2018,8.95,28.6,2541,18,p253,c1
18-06-2018,15.78,182.21,2364,16,p253,c1
25-06-2018,1.3,0,178,3,p253,c1
02-07-2018,13.02,147.17,12251,28,p253,c1
09-07-2018,11.27,104.63,5810,26,p253,c1
16-07-2018,11.27,73.9,5054,21,p253,c1
23-07-2018,0,0,0,0,p253,c1
30-07-2018,15.72,233.33,6603,25,p253,c1
06-08-2018,10.49,0,10535,26,p253,c1
13-08-2018,26.22,180.11,13097,38,p253,c1
27-08-2018,12.19,127.6,6753,23,p253,c1
03-09-2018,9.46,54.44,7778,23,p253,c1
10-09-2018,18.41,151.7,9204,37,p253,c1
17-09-2018,5.58,23.49,3392,14,p253,c1
24-09-2018,12.33,78.85,6823,26,p253,c1
01-10-2018,31.73,245.36,11442,46,p253,c1
08-10-2018,26.54,311.35,11794,38,p253,c1
15-10-2018,34.56,45.18,13227,53,p253,c1
22-10-2018,2.79,0,2110,4,p253,c1
29-10-2018,26.36,249.76,10531,44,p253,c1
05-11-2018,31.28,253.96,18695,71,p253,c1
12-11-2018,58.49,344.7,35270,111,p253,c1
19-11-2018,81.75,703.88,104288,166,p253,c1
26-11-2018,64.26,711.29,67844,143,p253,c1
03-12-2018,25.9,351.35,24591,64,p253,c1
17-12-2018,0,0,0,0,p253,c1
24-12-2018,5.88,19.99,4365,13,p253,c1
01-01-2018,58.36,562.55,21533,215,p254,c11
08-01-2018,22.02,208.32,12284,107,p254,c11
15-01-2018,5.43,53.56,3534,24,p254,c11
22-01-2018,24.53,176,14087,111,p254,c11
29-01-2018,8.56,116.95,4040,33,p254,c11
05-02-2018,0,0,0,0,p254,c11
12-02-2018,0,0,0,0,p254,c11
19-02-2018,0,0,0,0,p254,c11
26-02-2018,0,0,0,0,p254,c11
05-03-2018,0,0,0,0,p254,c11
12-03-2018,0,0,0,0,p254,c11
19-03-2018,14.23,170.03,4293,44,p254,c11
26-03-2018,42.72,290.97,14644,145,p254,c11
02-04-2018,32.32,334.42,15143,129,p254,c11
09-04-2018,13.64,191.58,8692,70,p254,c11
16-04-2018,20.38,173.29,6524,82,p254,c11
23-04-2018,17.74,147.32,5440,65,p254,c11
30-04-2018,11.49,202.91,4242,53,p254,c11
07-05-2018,13.52,29.98,4720,46,p254,c11
14-05-2018,30.72,119.22,9572,97,p254,c11
21-05-2018,42.44,568.49,17774,184,p254,c11
28-05-2018,51.33,347.27,23105,191,p254,c11
04-06-2018,41.78,367.86,13988,124,p254,c11
11-06-2018,66.76,244.58,28418,171,p254,c11
18-06-2018,110.98,204.85,34639,247,p254,c11
25-06-2018,25.92,118.13,6619,63,p254,c11
02-07-2018,45.41,418.84,12053,119,p254,c11
09-07-2018,22.29,267.28,6160,81,p254,c11
16-07-2018,26.93,704.31,8611,113,p254,c11
23-07-2018,19.67,386.58,7534,87,p254,c11
30-07-2018,29.48,372.15,8640,130,p254,c11
06-08-2018,34.74,343,15549,160,p254,c11
13-08-2018,50.19,599.95,21950,226,p254,c11
20-08-2018,55.41,746.8,26144,248,p254,c11
27-08-2018,85.18,988.18,31685,294,p254,c11
03-09-2018,102,1469.45,35925,338,p254,c11
10-09-2018,71.34,646.54,25522,276,p254,c11
17-09-2018,75.84,1039.4,30381,273,p254,c11
24-09-2018,63.64,977.63,26622,239,p254,c11
01-10-2018,82.5,377.16,34960,299,p254,c11
08-10-2018,119.12,642.01,51776,431,p254,c11
15-10-2018,173.06,2046.27,78719,604,p254,c11
22-10-2018,225.16,1137.69,97901,733,p254,c11
29-10-2018,206.35,2180.17,82473,610,p254,c11
05-11-2018,203.24,1783.68,103664,662,p254,c11
12-11-2018,246.18,1965.47,113787,706,p254,c11
19-11-2018,322,3633.76,931043,1314,p254,c11
26-11-2018,237.2,2850.97,195227,975,p254,c11
03-12-2018,55.55,509.53,55220,259,p254,c11
10-12-2018,201.33,2503.28,173150,868,p254,c11
17-12-2018,169.29,2338.71,128090,764,p254,c11
24-12-2018,130.7,949.07,68290,574,p254,c11
01-01-2018,36.22,913.52,15914,155,p255,c13
08-01-2018,14.27,55.61,8168,77,p255,c13
15-01-2018,21.14,191.11,11989,91,p255,c13
22-01-2018,14.96,154.51,12246,80,p255,c13
29-01-2018,6.35,107.89,3848,27,p255,c13
05-02-2018,0,0,0,0,p255,c13
12-02-2018,0,0,0,0,p255,c13
19-02-2018,0,0,0,0,p255,c13
26-02-2018,0,0,0,0,p255,c13
05-03-2018,0,0,0,0,p255,c13
12-03-2018,0,0,0,0,p255,c13
19-03-2018,0,0,0,0,p255,c13
26-03-2018,0.1,0,15,1,p255,c13
02-04-2018,1.86,112.15,86,6,p255,c13
09-04-2018,1.66,50.38,223,6,p255,c13
16-04-2018,1.1,24.99,623,8,p255,c13
23-04-2018,1.12,52.74,737,9,p255,c13
30-04-2018,1.54,9.65,624,10,p255,c13
07-05-2018,1.51,0,615,9,p255,c13
14-05-2018,1.56,64.87,1095,13,p255,c13
21-05-2018,8.29,79.34,2340,31,p255,c13
28-05-2018,15.47,48.27,2518,28,p255,c13
04-06-2018,21.13,113.05,2393,40,p255,c13
11-06-2018,13.55,24.6,2159,25,p255,c13
18-06-2018,31.9,39.63,4162,55,p255,c13
25-06-2018,86.95,186.24,5892,109,p255,c13
02-07-2018,67.42,133.33,5261,87,p255,c13
09-07-2018,6.01,38.29,4184,29,p255,c13
16-07-2018,8.34,80.9,5790,38,p255,c13
23-07-2018,9,93.87,7986,39,p255,c13
30-07-2018,8.96,169.26,3710,40,p255,c13
06-08-2018,9.1,220.46,4263,38,p255,c13
13-08-2018,10.31,300.55,6975,47,p255,c13
20-08-2018,11.12,211.1,7894,54,p255,c13
27-08-2018,20.16,212.81,9204,89,p255,c13
03-09-2018,28.65,268.47,14594,116,p255,c13
10-09-2018,25.62,205.28,14829,109,p255,c13
17-09-2018,21.74,149.48,13267,93,p255,c13
24-09-2018,13.69,282.83,12193,60,p255,c13
01-10-2018,11.33,178.87,12558,45,p255,c13
08-10-2018,13.83,120.6,14636,61,p255,c13
15-10-2018,28.51,123.44,19111,101,p255,c13
22-10-2018,33.49,153.31,23651,123,p255,c13
29-10-2018,50.38,132.84,25459,142,p255,c13
05-11-2018,58.3,531.11,35565,168,p255,c13
12-11-2018,60.64,424.81,45957,160,p255,c13
19-11-2018,34.9,407.02,26263,117,p255,c13
26-11-2018,48.59,763.84,43727,194,p255,c13
03-12-2018,44.73,618.45,38023,172,p255,c13
10-12-2018,67.11,894.49,56100,236,p255,c13
17-12-2018,77.58,936.62,54787,265,p255,c13
24-12-2018,61.65,294.69,27167,211,p255,c13
01-01-2018,0,0,0,0,p256,c12
08-01-2018,0,0,0,0,p256,c12
15-01-2018,0,0,0,0,p256,c12
22-01-2018,0,0,0,0,p256,c12
29-01-2018,0,0,0,0,p256,c12
12-02-2018,0,0,0,0,p256,c12
19-02-2018,0,0,0,0,p256,c12
26-02-2018,0,0,0,0,p256,c12
05-03-2018,0,0,0,0,p256,c12
12-03-2018,0,0,0,0,p256,c12
19-03-2018,0,0,0,0,p256,c12
26-03-2018,0,0,0,0,p256,c12
02-04-2018,0,0,0,0,p256,c12
16-04-2018,0,0,0,0,p256,c12
30-04-2018,0,0,0,0,p256,c12
07-05-2018,0,0,0,0,p256,c12
14-05-2018,0,0,0,0,p256,c12
21-05-2018,0,0,0,0,p256,c12
28-05-2018,0,0,0,0,p256,c12
18-06-2018,0,0,0,0,p256,c12
25-06-2018,0,0,0,0,p256,c12
02-07-2018,0,0,0,0,p256,c12
09-07-2018,0,0,0,0,p256,c12
16-07-2018,0,0,0,0,p256,c12
23-07-2018,0,0,0,0,p256,c12
30-07-2018,0,0,0,0,p256,c12
13-08-2018,0,0,0,0,p256,c12
20-08-2018,0,0,0,0,p256,c12
01-01-2018,116.8,2645.32,118402,346,p257,c4
08-01-2018,206.13,2990.45,137792,501,p257,c4
15-01-2018,0,0,0,0,p257,c4
22-01-2018,0,0,0,0,p257,c4
29-01-2018,0,0,0,0,p257,c4
05-02-2018,530.45,754.1,396671,387,p257,c4
12-02-2018,455.08,552.28,324228,318,p257,c4
19-02-2018,0,0,0,0,p257,c4
26-02-2018,0,0,347,0,p257,c4
05-03-2018,0,0,159,0,p257,c4
12-03-2018,0,0,0,0,p257,c4
19-03-2018,0.26,0,892,2,p257,c4
26-03-2018,7.3,351.27,3690,30,p257,c4
02-04-2018,81.21,1995.25,3215,137,p257,c4
09-04-2018,44.75,2433.93,7036,116,p257,c4
16-04-2018,64.25,2998.99,74313,198,p257,c4
23-04-2018,42.3,1004.64,90399,164,p257,c4
30-04-2018,65.43,1664.92,75750,155,p257,c4
07-05-2018,63.6,1932.19,55786,150,p257,c4
14-05-2018,34.1,2231.9,45275,150,p257,c4
21-05-2018,37.93,1840.21,44321,134,p257,c4
28-05-2018,19.5,979.22,20737,90,p257,c4
04-06-2018,3.71,169.2,6155,18,p257,c4
11-06-2018,22.83,569.9,30276,95,p257,c4
18-06-2018,29.3,1531.75,34217,104,p257,c4
25-06-2018,27.93,849.93,23693,101,p257,c4
02-07-2018,27.5,884.74,17840,93,p257,c4
09-07-2018,25.19,858.43,15803,94,p257,c4
16-07-2018,138.29,2058.79,78070,220,p257,c4
23-07-2018,158.94,1954.65,46109,237,p257,c4
30-07-2018,202.79,2913.85,51543,287,p257,c4
06-08-2018,255.74,2622.99,71699,361,p257,c4
13-08-2018,219.01,2631.47,79347,337,p257,c4
20-08-2018,272.72,2282.67,79241,376,p257,c4
27-08-2018,281.98,2779.12,83691,402,p257,c4
03-09-2018,185.85,1580.06,78232,290,p257,c4
10-09-2018,28.62,224.28,7390,36,p257,c4
17-09-2018,118.65,1478.25,39860,206,p257,c4
24-09-2018,162.14,2437.56,70865,269,p257,c4
01-10-2018,251.86,4210.99,119244,430,p257,c4
08-10-2018,209.8,3556.94,83393,386,p257,c4
15-10-2018,235.66,7399.03,81271,436,p257,c4
22-10-2018,159.9,3423.06,43575,279,p257,c4
29-10-2018,74.91,585.32,28959,118,p257,c4
05-11-2018,506.94,8195.2,206223,899,p257,c4
12-11-2018,551.75,8569.3,234595,976,p257,c4
19-11-2018,782.25,13773.51,345433,1255,p257,c4
26-11-2018,584.91,10957.37,115608,998,p257,c4
03-12-2018,754.77,14819.68,166897,1326,p257,c4
10-12-2018,670.17,12402.15,175987,1024,p257,c4
17-12-2018,474.12,7438.67,146513,695,p257,c4
24-12-2018,182.29,1552.8,74573,332,p257,c4
01-01-2018,0.27,39.98,463,2,p258,c14
08-01-2018,0.5,0,598,2,p258,c14
15-01-2018,0.97,0,898,1,p258,c14
22-01-2018,0.66,0,2430,2,p258,c14
29-01-2018,0.28,0,939,1,p258,c14
05-02-2018,0,0,0,0,p258,c14
12-02-2018,0,0,0,0,p258,c14
19-02-2018,0,0,0,0,p258,c14
26-02-2018,0,0,0,0,p258,c14
05-03-2018,0,0,0,0,p258,c14
12-03-2018,0,0,0,0,p258,c14
19-03-2018,0,0,61,0,p258,c14
26-03-2018,1.59,0,2077,4,p258,c14
02-04-2018,0.46,0,1855,2,p258,c14
09-04-2018,0.07,0,758,1,p258,c14
16-04-2018,0.02,0,488,1,p258,c14
23-04-2018,0.07,0,444,1,p258,c14
30-04-2018,0.07,0,379,1,p258,c14
07-05-2018,0,0,291,0,p258,c14
14-05-2018,0.02,0,420,1,p258,c14
21-05-2018,1,19.13,723,4,p258,c14
28-05-2018,0.8,0,1014,5,p258,c14
04-06-2018,1.17,0,967,4,p258,c14
11-06-2018,0.28,0,598,1,p258,c14
25-06-2018,0,0,188,0,p258,c14
02-07-2018,0.87,15.99,920,3,p258,c14
09-07-2018,0.39,15.99,631,1,p258,c14
16-07-2018,0.33,0,957,2,p258,c14
23-07-2018,1.59,0,833,5,p258,c14
30-07-2018,0.18,0,590,1,p258,c14
06-08-2018,0.76,0,1039,4,p258,c14
13-08-2018,0.25,0,617,3,p258,c14
20-08-2018,0.6,0,837,3,p258,c14
27-08-2018,2.48,15.99,1156,5,p258,c14
03-09-2018,0.84,0,1825,3,p258,c14
10-09-2018,1.12,30.99,2444,4,p258,c14
17-09-2018,1.82,31.98,2396,8,p258,c14
24-09-2018,0.5,0,3020,2,p258,c14
01-10-2018,1.45,0,2770,4,p258,c14
08-10-2018,1.33,0,2720,3,p258,c14
15-10-2018,1.41,0,3084,3,p258,c14
22-10-2018,1.24,0,6778,5,p258,c14
29-10-2018,1.54,12.19,5750,5,p258,c14
05-11-2018,2.79,0,3930,9,p258,c14
12-11-2018,2.28,0,4965,8,p258,c14
19-11-2018,1.3,12.19,7392,8,p258,c14
26-11-2018,3.38,12.19,9066,13,p258,c14
03-12-2018,2.4,12.19,14491,9,p258,c14
10-12-2018,6.76,144.36,24482,28,p258,c14
17-12-2018,3.06,68.35,14005,14,p258,c14
01-01-2018,28.81,225.73,16766,123,p259,c12
08-01-2018,34.27,292,19778,137,p259,c12
15-01-2018,39.64,394.14,24229,163,p259,c12
22-01-2018,44.21,579.41,27218,179,p259,c12
29-01-2018,9.99,29.47,7417,41,p259,c12
05-02-2018,0,0,0,0,p259,c12
12-02-2018,0,0,0,0,p259,c12
19-02-2018,0,0,0,0,p259,c12
26-02-2018,0,0,0,0,p259,c12
05-03-2018,0,0,0,0,p259,c12
12-03-2018,0,0,0,0,p259,c12
19-03-2018,3.56,43.59,1205,14,p259,c12
26-03-2018,19.15,431.54,6598,81,p259,c12
02-04-2018,36.81,455.07,18379,140,p259,c12
09-04-2018,65.75,934.03,41084,226,p259,c12
16-04-2018,51.34,608.8,30116,181,p259,c12
23-04-2018,54.26,473.53,31047,184,p259,c12
30-04-2018,46.52,409.44,27965,145,p259,c12
07-05-2018,37.23,215.84,24414,130,p259,c12
14-05-2018,46.94,318.84,31359,161,p259,c12
21-05-2018,50.09,275.07,34209,176,p259,c12
28-05-2018,57.77,266.67,38579,221,p259,c12
04-06-2018,58.91,320.14,38452,199,p259,c12
11-06-2018,52.48,206.56,41700,178,p259,c12
18-06-2018,37.64,139.29,27836,138,p259,c12
25-06-2018,26.95,98.62,14975,102,p259,c12
02-07-2018,24.37,293.13,8737,88,p259,c12
09-07-2018,23.83,237.16,10952,83,p259,c12
16-07-2018,31.97,288.67,15086,117,p259,c12
23-07-2018,20.94,365.79,15087,84,p259,c12
30-07-2018,17.4,292.56,11102,65,p259,c12
06-08-2018,28.1,304.37,16668,105,p259,c12
13-08-2018,24.68,233.77,18333,104,p259,c12
20-08-2018,36.28,471.9,20499,135,p259,c12
27-08-2018,34.05,242.8,17974,120,p259,c12
03-09-2018,37.98,277.32,16886,138,p259,c12
10-09-2018,39.09,398.79,17245,143,p259,c12
17-09-2018,35.39,295.79,15803,135,p259,c12
24-09-2018,32.06,360.15,15388,110,p259,c12
01-10-2018,26.8,355.58,15214,104,p259,c12
08-10-2018,28.48,317.28,16244,112,p259,c12
15-10-2018,31.02,379.97,17467,114,p259,c12
22-10-2018,34.53,119.95,17129,113,p259,c12
29-10-2018,27.96,368.68,14104,108,p259,c12
05-11-2018,41.49,376.31,16254,146,p259,c12
12-11-2018,22.71,262.79,10491,73,p259,c12
19-11-2018,46.65,582.6,32707,185,p259,c12
26-11-2018,42.89,571.21,17808,165,p259,c12
03-12-2018,57.88,490.38,27353,225,p259,c12
10-12-2018,54.29,636.05,28274,215,p259,c12
17-12-2018,45.17,477.4,16431,163,p259,c12
24-12-2018,29.89,340.95,9326,108,p259,c12
01-01-2018,28.51,431.29,22920,166,p260,c12
08-01-2018,87.01,1329.43,64310,414,p260,c12
15-01-2018,99.59,1043.07,72838,464,p260,c12
22-01-2018,78.69,1263.7,62269,385,p260,c12
29-01-2018,19.26,263.23,16567,100,p260,c12
05-02-2018,0,0,0,0,p260,c12
12-02-2018,0,0,0,0,p260,c12
19-02-2018,0,0,0,0,p260,c12
26-02-2018,0,0,0,0,p260,c12
05-03-2018,0,0,0,0,p260,c12
12-03-2018,0,0,0,0,p260,c12
19-03-2018,5.33,78.06,2330,23,p260,c12
26-03-2018,53.02,997.19,30518,231,p260,c12
02-04-2018,58.4,1160.41,41657,272,p260,c12
09-04-2018,54.75,615.67,41572,248,p260,c12
16-04-2018,63.46,714.9,42939,275,p260,c12
23-04-2018,61.19,671.06,44529,260,p260,c12
30-04-2018,41.41,497.22,20669,175,p260,c12
07-05-2018,54.34,547.85,29499,212,p260,c12
14-05-2018,53.98,1152.15,29398,219,p260,c12
21-05-2018,63.18,572.81,28072,258,p260,c12
28-05-2018,54.32,1096.44,26245,234,p260,c12
04-06-2018,78.41,863.75,38141,317,p260,c12
11-06-2018,0.84,0,420,4,p260,c12
18-06-2018,48.54,427.19,19637,180,p260,c12
25-06-2018,62.07,565.06,41021,252,p260,c12
02-07-2018,65.13,446.39,46867,282,p260,c12
09-07-2018,53.49,1038.02,38483,257,p260,c12
16-07-2018,65.4,1422.89,51050,317,p260,c12
23-07-2018,43.06,611.9,31403,219,p260,c12
30-07-2018,54.57,664.04,42757,272,p260,c12
06-08-2018,62.13,770.97,50654,297,p260,c12
13-08-2018,65.11,902.01,50182,322,p260,c12
20-08-2018,101.07,1528.85,73716,438,p260,c12
27-08-2018,92.37,684.47,69769,404,p260,c12
03-09-2018,98.39,1018.27,76386,435,p260,c12
10-09-2018,108.89,649.28,87748,443,p260,c12
17-09-2018,99.05,1217.8,83382,430,p260,c12
24-09-2018,82.93,694.34,65687,360,p260,c12
01-10-2018,96.1,728.38,86540,442,p260,c12
08-10-2018,98.4,1170.3,94883,452,p260,c12
15-10-2018,117.91,1225.77,100553,543,p260,c12
22-10-2018,103.71,937.19,89108,454,p260,c12
29-10-2018,46.06,393.36,38092,223,p260,c12
05-11-2018,59.91,894.94,55070,320,p260,c12
12-11-2018,61.1,367.71,60226,296,p260,c12
19-11-2018,60.97,422.51,83871,316,p260,c12
26-11-2018,49.4,549.63,50400,239,p260,c12
03-12-2018,23.85,123.9,16351,99,p260,c12
10-12-2018,30.41,371.42,25619,115,p260,c12
17-12-2018,19.93,370.7,15775,81,p260,c12
24-12-2018,8.73,37.6,5860,33,p260,c12
01-01-2018,42.04,119.96,20020,129,p261,c10
08-01-2018,25.29,96.42,16325,92,p261,c10
15-01-2018,23.52,188.37,12827,81,p261,c10
22-01-2018,29.08,308.9,10321,93,p261,c10
29-01-2018,10.82,59.8,3381,38,p261,c10
05-02-2018,0,0,0,0,p261,c10
12-02-2018,0,0,0,0,p261,c10
19-02-2018,0,0,0,0,p261,c10
26-02-2018,0,0,0,0,p261,c10
05-03-2018,0,0,0,0,p261,c10
12-03-2018,0,0,0,0,p261,c10
19-03-2018,49.33,364.26,33455,140,p261,c10
26-03-2018,46.83,250.4,46661,185,p261,c10
02-04-2018,39.32,388.52,16565,114,p261,c10
09-04-2018,45.07,203.88,15831,124,p261,c10
16-04-2018,34.59,187.35,13097,104,p261,c10
23-04-2018,16.61,114.52,9618,58,p261,c10
30-04-2018,12.64,82.57,9512,45,p261,c10
07-05-2018,25.41,136.97,10998,69,p261,c10
14-05-2018,18.12,196.43,12945,54,p261,c10
21-05-2018,16.6,219.23,12474,61,p261,c10
28-05-2018,10.31,78.89,14125,39,p261,c10
04-06-2018,11.99,248.43,7625,42,p261,c10
11-06-2018,10.7,210.38,9446,39,p261,c10
18-06-2018,35.77,153.63,34749,101,p261,c10
25-06-2018,43.68,284.79,38558,118,p261,c10
02-07-2018,38.72,141.45,31851,118,p261,c10
09-07-2018,27.12,190.93,29660,86,p261,c10
16-07-2018,51.84,304.13,29150,137,p261,c10
23-07-2018,40.69,88.97,25266,115,p261,c10
30-07-2018,28.93,87.97,21816,90,p261,c10
06-08-2018,28.23,272.9,18628,90,p261,c10
13-08-2018,26.13,210.92,19856,90,p261,c10
20-08-2018,44.04,586.28,27094,138,p261,c10
27-08-2018,40.41,167.06,26504,122,p261,c10
03-09-2018,97.23,491.35,66409,209,p261,c10
10-09-2018,136.99,364.75,74981,229,p261,c10
17-09-2018,74.67,379.05,53011,158,p261,c10
24-09-2018,43.83,443.63,32495,110,p261,c10
01-10-2018,29.76,569.39,29309,88,p261,c10
08-10-2018,32.95,140.74,34563,100,p261,c10
15-10-2018,48.1,142.95,41762,140,p261,c10
22-10-2018,48.08,326.62,42765,139,p261,c10
29-10-2018,52.05,372.82,43710,144,p261,c10
05-11-2018,78.12,384.74,62025,214,p261,c10
12-11-2018,48.45,446.25,49005,135,p261,c10
19-11-2018,60.83,233.82,66941,179,p261,c10
26-11-2018,72.58,425.32,77090,225,p261,c10
03-12-2018,85.41,350.04,75579,234,p261,c10
10-12-2018,88.83,491.87,81652,249,p261,c10
17-12-2018,65.46,436.76,51266,176,p261,c10
24-12-2018,22.44,117.64,17209,64,p261,c10
01-01-2018,4.49,73.89,4477,30,p262,c13
08-01-2018,2.15,0,2847,14,p262,c13
15-01-2018,3.98,12.27,3912,29,p262,c13
22-01-2018,2.64,16.79,2620,10,p262,c13
29-01-2018,0.12,65.26,788,1,p262,c13
05-02-2018,0,0,0,0,p262,c13
12-02-2018,0,0,0,0,p262,c13
19-02-2018,0,0,0,0,p262,c13
26-02-2018,0,0,0,0,p262,c13
05-03-2018,0,0,0,0,p262,c13
12-03-2018,0,0,0,0,p262,c13
19-03-2018,0,0,0,0,p262,c13
26-03-2018,0.57,0,1127,5,p262,c13
02-04-2018,0.62,0,1269,2,p262,c13
09-04-2018,1.54,0,1037,7,p262,c13
16-04-2018,2.86,0,1146,12,p262,c13
23-04-2018,4.5,65.06,1141,10,p262,c13
30-04-2018,0.69,110.52,958,4,p262,c13
07-05-2018,1.94,66.55,633,4,p262,c13
28-05-2018,1.94,0,939,7,p262,c13
04-06-2018,0.35,17.37,847,3,p262,c13
11-06-2018,3.49,0,451,7,p262,c13
18-06-2018,6.42,131.74,2129,12,p262,c13
25-06-2018,27.48,189.58,9825,63,p262,c13
02-07-2018,72.45,424.92,24237,143,p262,c13
09-07-2018,32.96,423.07,13128,78,p262,c13
16-07-2018,35.65,267.33,12110,85,p262,c13
23-07-2018,42.25,344.66,8796,89,p262,c13
30-07-2018,23.88,205.2,4940,58,p262,c13
06-08-2018,44.06,113.13,8908,114,p262,c13
13-08-2018,37.83,233.21,12043,106,p262,c13
20-08-2018,27.58,546.28,9787,79,p262,c13
27-08-2018,30.16,249.83,10182,80,p262,c13
03-09-2018,50.54,375.9,12985,119,p262,c13
10-09-2018,50.62,499.87,13933,129,p262,c13
17-09-2018,34.92,796.01,13662,89,p262,c13
24-09-2018,29.81,296.59,12593,78,p262,c13
01-10-2018,31.02,263.32,12592,90,p262,c13
08-10-2018,39.75,243.4,14370,117,p262,c13
15-10-2018,54.46,172.76,21973,162,p262,c13
22-10-2018,75.87,612.53,27201,205,p262,c13
29-10-2018,74.36,460.16,34415,203,p262,c13
05-11-2018,117.54,611.29,54950,338,p262,c13
12-11-2018,100.97,789.21,47221,289,p262,c13
19-11-2018,30.89,376.21,18484,119,p262,c13
26-11-2018,48.6,313.1,65036,216,p262,c13
03-12-2018,35.81,535.8,66268,186,p262,c13
10-12-2018,44.07,177.73,68688,243,p262,c13
17-12-2018,33.29,353.93,52320,169,p262,c13
24-12-2018,0.44,0,1097,3,p262,c13
01-01-2018,14.25,16.39,13576,72,p263,c13
08-01-2018,7.36,111.4,7968,38,p263,c13
15-01-2018,3.8,25.3,2456,20,p263,c13
22-01-2018,0,0,361,0,p263,c13
29-01-2018,0,0,107,0,p263,c13
19-02-2018,0,0,0,0,p263,c13
26-02-2018,0,0,0,0,p263,c13
05-03-2018,0,0,0,0,p263,c13
12-03-2018,0,0,0,0,p263,c13
19-03-2018,0,0,2,0,p263,c13
26-03-2018,5.75,68.37,3239,29,p263,c13
02-04-2018,3.15,24.99,1275,24,p263,c13
09-04-2018,4.23,238.43,2677,31,p263,c13
16-04-2018,17.12,232.88,11559,106,p263,c13
23-04-2018,32.58,312.96,15472,163,p263,c13
30-04-2018,63.68,575.12,18643,182,p263,c13
07-05-2018,50.66,462.49,14965,157,p263,c13
14-05-2018,15.5,75.97,11534,95,p263,c13
21-05-2018,55.29,514.12,32827,267,p263,c13
28-05-2018,50.57,333.17,29116,229,p263,c13
04-06-2018,14.69,208.08,13770,76,p263,c13
11-06-2018,30.17,107.89,6596,45,p263,c13
18-06-2018,36.71,121.36,7673,59,p263,c13
25-06-2018,20.47,52.97,12671,77,p263,c13
02-07-2018,25.84,131.04,10333,88,p263,c13
09-07-2018,29.83,302.2,14602,104,p263,c13
16-07-2018,31.89,316.16,16006,109,p263,c13
23-07-2018,28.67,0,9989,78,p263,c13
30-07-2018,17.16,204.83,6510,53,p263,c13
06-08-2018,55.43,409.95,23227,136,p263,c13
13-08-2018,33.54,130.66,12631,90,p263,c13
20-08-2018,44.36,128.68,14065,117,p263,c13
27-08-2018,58.27,74.28,19629,132,p263,c13
03-09-2018,77.1,300.92,23816,167,p263,c13
10-09-2018,69.62,284.72,19573,158,p263,c13
17-09-2018,46.2,194.33,14080,96,p263,c13
24-09-2018,41.68,85.07,11841,109,p263,c13
01-10-2018,68.63,437.2,17989,155,p263,c13
08-10-2018,61.12,90.95,17819,138,p263,c13
15-10-2018,38.27,98.19,19431,121,p263,c13
22-10-2018,63.23,136.12,21905,134,p263,c13
29-10-2018,29.22,99.38,11090,71,p263,c13
05-11-2018,15.99,307.57,13074,63,p263,c13
12-11-2018,22.51,256.37,20038,112,p263,c13
19-11-2018,25.14,407.26,18869,111,p263,c13
26-11-2018,29.66,315.71,33526,138,p263,c13
03-12-2018,31.38,373.09,32864,133,p263,c13
10-12-2018,242.08,1503.89,892939,1104,p263,c13
17-12-2018,107.7,1387,345244,495,p263,c13
24-12-2018,0.74,0,256,4,p263,c13
01-01-2018,11.54,26.59,7779,50,p264,c13
08-01-2018,8.5,107.1,5147,38,p264,c13
15-01-2018,6.52,48.24,4020,35,p264,c13
22-01-2018,11,73.26,5886,45,p264,c13
29-01-2018,1.17,0,2186,8,p264,c13
05-02-2018,0,0,0,0,p264,c13
12-02-2018,0,0,0,0,p264,c13
19-02-2018,0,0,0,0,p264,c13
26-02-2018,0,0,0,0,p264,c13
05-03-2018,0,0,0,0,p264,c13
