Date,Units,Revenue,Inventory_Amount,Inventory_Units,Price,PID,CID
04-06-2018,19,358.91,75,,18.89,p181,c5
11-06-2018,15,283.35,76,,18.89,p181,c5
18-06-2018,29,547.81,104,,18.89,p181,c5
25-06-2018,15,283.41,113,,18.894,p181,c5
02-07-2018,18,340.08,98,,18.89333333,p181,c5
09-07-2018,21,396.69,109,,18.89,p181,c5
16-07-2018,12,226.85,116,,18.90416667,p181,c5
23-07-2018,13,291.17,101,,22.39769231,p181,c5
30-07-2018,20,459.8,102,,22.99,p181,c5
06-08-2018,29,666.71,115,,22.99,p181,c5
13-08-2018,18,411.42,120,,22.85666667,p181,c5
20-08-2018,17,390.53,100,,22.97235294,p181,c5
27-08-2018,38,873.62,103,,22.99,p181,c5
03-09-2018,19,434.11,121,,22.84789474,p181,c5
10-09-2018,38,862.82,107,,22.70578947,p181,c5
17-09-2018,29,658.01,137,,22.69,p181,c5
24-09-2018,19,431.11,157,,22.69,p181,c5
01-10-2018,13,294.97,172,,22.69,p181,c5
08-10-2018,8,181.52,171,,22.69,p181,c5
15-10-2018,11,249.59,161,,22.69,p181,c5
22-10-2018,10,226.9,166,,22.69,p181,c5
29-10-2018,16,363.04,152,,22.69,p181,c5
05-11-2018,9,204.21,153,,22.69,p181,c5
12-11-2018,11,249.59,140,,22.69,p181,c5
19-11-2018,11,249.59,178,,22.69,p181,c5
26-11-2018,14,317.66,166,,22.69,p181,c5
03-12-2018,9,204.21,165,,22.69,p181,c5
10-12-2018,21,470.37,166,,22.39857143,p181,c5
17-12-2018,14,303.2,157,,21.65714286,p181,c5
24-12-2018,6,128.76,145,,21.46,p181,c5
01-01-2018,21,400.26,,,19.06,p182,c15
08-01-2018,20,384.71,210,,19.2355,p182,c15
15-01-2018,24,457.44,175,,19.06,p182,c15
22-01-2018,28,536.22,168,,19.15071429,p182,c15
29-01-2018,32,609.92,137,,19.06,p182,c15
05-02-2018,38,724.28,116,,19.06,p182,c15
12-02-2018,27,514.62,98,,19.06,p182,c15
19-02-2018,39,743.34,132,,19.06,p182,c15
26-02-2018,41,781.46,101,,19.06,p182,c15
05-03-2018,35,667.1,88,,19.06,p182,c15
12-03-2018,34,648.04,93,,19.06,p182,c15
19-03-2018,44,838.64,116,,19.06,p182,c15
26-03-2018,42,800.52,151,,19.06,p182,c15
02-04-2018,23,438.38,95,,19.06,p182,c15
09-04-2018,29,552.74,109,,19.06,p182,c15
16-04-2018,35,667.1,81,,19.06,p182,c15
23-04-2018,43,819.58,81,,19.06,p182,c15
30-04-2018,40,762.4,79,,19.06,p182,c15
07-05-2018,19,362.14,135,,19.06,p182,c15
14-05-2018,24,457.44,154,,19.06,p182,c15
21-05-2018,26,495.56,157,,19.06,p182,c15
28-05-2018,33,628.84,144,,19.05575758,p182,c15
04-06-2018,17,395.87,109,,23.28647059,p182,c15
11-06-2018,16,391.35,125,,24.459375,p182,c15
18-06-2018,12,298.03,146,,24.83583333,p182,c15
25-06-2018,17,341.84,147,,20.10823529,p182,c15
02-07-2018,16,305.44,137,,19.09,p182,c15
09-07-2018,25,477.25,136,,19.09,p182,c15
16-07-2018,27,515.43,114,,19.09,p182,c15
23-07-2018,14,267.26,86,,19.09,p182,c15
30-07-2018,27,515.52,76,,19.09333333,p182,c15
06-08-2018,33,629.97,106,,19.09,p182,c15
13-08-2018,32,610.88,192,,19.09,p182,c15
20-08-2018,30,572.92,126,,19.09733333,p182,c15
27-08-2018,101,1933.39,188,,19.14247525,p182,c15
03-09-2018,73,1393.57,164,,19.09,p182,c15
10-09-2018,74,1412.66,136,,19.09,p182,c15
17-09-2018,66,1259.94,130,,19.09,p182,c15
24-09-2018,70,1336.3,138,,19.09,p182,c15
01-10-2018,42,832.98,123,,19.83285714,p182,c15
08-10-2018,34,758.26,153,,22.30176471,p182,c15
15-10-2018,40,919.6,170,,22.99,p182,c15
22-10-2018,39,849.81,190,,21.79,p182,c15
29-10-2018,49,958.81,169,,19.56755102,p182,c15
05-11-2018,75,1435.65,131,,19.142,p182,c15
12-11-2018,51,973.59,63,,19.09,p182,c15
19-11-2018,32,610.88,21,,19.09,p182,c15
26-11-2018,24,455.36,132,,18.97333333,p182,c15
03-12-2018,43,806.07,213,,18.74581395,p182,c15
10-12-2018,58,1084.02,290,,18.69,p182,c15
17-12-2018,23,429.87,246,,18.69,p182,c15
24-12-2018,13,242.97,232,,18.69,p182,c15
01-01-2018,16,239.55,,,14.971875,p183,c12
08-01-2018,24,359.66,185,,14.98583333,p183,c12
15-01-2018,16,239.77,149,,14.985625,p183,c12
22-01-2018,11,165.06,145,,15.00545455,p183,c12
29-01-2018,11,172.24,131,,15.65818182,p183,c12
05-02-2018,18,282.31,109,,15.68388889,p183,c12
12-02-2018,8,164.43,116,,20.55375,p183,c12
19-02-2018,2,44.67,119,,22.335,p183,c12
26-02-2018,6,140.61,115,,23.435,p183,c12
05-03-2018,5,123.1,110,,24.62,p183,c12
12-03-2018,7,168.62,105,,24.08857143,p183,c12
19-03-2018,15,357.31,98,,23.82066667,p183,c12
26-03-2018,9,211.29,92,,23.47666667,p183,c12
02-04-2018,2,47.05,82,,23.525,p183,c12
09-04-2018,5,117.15,78,,23.43,p183,c12
16-04-2018,3,70.29,68,,23.43,p183,c12
23-04-2018,9,210.87,66,,23.43,p183,c12
30-04-2018,6,140.58,55,,23.43,p183,c12
07-05-2018,6,140.58,63,,23.43,p183,c12
14-05-2018,5,117.15,52,,23.43,p183,c12
21-05-2018,3,70.43,63,,23.47666667,p183,c12
28-05-2018,4,93.93,65,,23.4825,p183,c12
04-06-2018,1,23.43,67,,23.43,p183,c12
11-06-2018,2,46.86,67,,23.43,p183,c12
18-06-2018,3,70.29,65,,23.43,p183,c12
25-06-2018,17,398.44,62,,23.43764706,p183,c12
02-07-2018,4,93.72,45,,23.43,p183,c12
09-07-2018,5,117.35,41,,23.47,p183,c12
16-07-2018,6,141.2,48,,23.53333333,p183,c12
23-07-2018,4,93.93,42,,23.4825,p183,c12
30-07-2018,2,46.86,51,,23.43,p183,c12
06-08-2018,2,46.86,60,,23.43,p183,c12
13-08-2018,6,140.62,58,,23.43666667,p183,c12
20-08-2018,10,235.11,52,,23.511,p183,c12
27-08-2018,4,93.72,42,,23.43,p183,c12
03-09-2018,2,46.86,37,,23.43,p183,c12
10-09-2018,9,210.87,43,,23.43,p183,c12
17-09-2018,6,140.58,51,,23.43,p183,c12
24-09-2018,19,447.17,50,,23.53526316,p183,c12
01-10-2018,1,23.43,48,,23.43,p183,c12
08-10-2018,5,117.56,45,,23.512,p183,c12
15-10-2018,4,93.72,41,,23.43,p183,c12
22-10-2018,2,46.86,39,,23.43,p183,c12
29-10-2018,3,70.29,32,,23.43,p183,c12
05-11-2018,8,187.9,77,,23.4875,p183,c12
12-11-2018,3,70.49,129,,23.49666667,p183,c12
19-11-2018,8,187.81,127,,23.47625,p183,c12
26-11-2018,5,117.44,119,,23.488,p183,c12
03-12-2018,1,23.43,113,,23.43,p183,c12
10-12-2018,7,143.33,136,,20.47571429,p183,c12
17-12-2018,23,440.3,130,,19.14347826,p183,c12
24-12-2018,5,94.95,108,,18.99,p183,c12
01-01-2018,4,91.96,,,22.99,p184,c15
08-01-2018,1,20.72,93,,20.72,p184,c15
22-01-2018,2,45.98,93,,22.99,p184,c15
29-01-2018,7,133.5,91,,19.07142857,p184,c15
05-02-2018,5,83.8,85,,16.76,p184,c15
12-02-2018,5,83.8,84,,16.76,p184,c15
19-02-2018,3,50.28,76,,16.76,p184,c15
26-02-2018,2,33.52,73,,16.76,p184,c15
05-03-2018,5,82.41,70,,16.482,p184,c15
12-03-2018,4,68.28,65,,17.07,p184,c15
19-03-2018,3,56.67,61,,18.89,p184,c15
26-03-2018,2,37.78,60,,18.89,p184,c15
02-04-2018,18,340.02,58,,18.89,p184,c15
09-04-2018,1,18.89,42,,18.89,p184,c15
16-04-2018,2,42.44,38,,21.22,p184,c15
23-04-2018,1,21.22,36,,21.22,p184,c15
30-04-2018,5,106.1,35,,21.22,p184,c15
07-05-2018,4,84.88,32,,21.22,p184,c15
14-05-2018,4,84.88,26,,21.22,p184,c15
21-05-2018,4,84.88,28,,21.22,p184,c15
28-05-2018,1,21.22,31,,21.22,p184,c15
04-06-2018,3,63.66,31,,21.22,p184,c15
11-06-2018,1,21.22,27,,21.22,p184,c15
18-06-2018,1,21.22,26,,21.22,p184,c15
25-06-2018,1,21.22,25,,21.22,p184,c15
02-07-2018,17,360.74,24,,21.22,p184,c15
09-07-2018,4,84.88,19,,21.22,p184,c15
16-07-2018,8,169.76,14,,21.22,p184,c15
23-07-2018,2,42.44,33,,21.22,p184,c15
30-07-2018,4,84.88,55,,21.22,p184,c15
06-08-2018,4,84.88,75,,21.22,p184,c15
13-08-2018,4,84.88,71,,21.22,p184,c15
20-08-2018,4,84.88,65,,21.22,p184,c15
27-08-2018,2,42.44,63,,21.22,p184,c15
03-09-2018,6,127.32,53,,21.22,p184,c15
10-09-2018,2,42.44,57,,21.22,p184,c15
17-09-2018,0,0,60,,,p184,c15
24-09-2018,2,42.44,67,,21.22,p184,c15
08-10-2018,0,0,65,,,p184,c15
15-10-2018,0,0,78,,,p184,c15
22-10-2018,6,126.72,99,,21.12,p184,c15
29-10-2018,1,21.12,99,,21.12,p184,c15
05-11-2018,5,105.6,120,,21.12,p184,c15
12-11-2018,2,41.68,127,,20.84,p184,c15
19-11-2018,0,0,136,,,p184,c15
26-11-2018,4,83.36,132,,20.84,p184,c15
03-12-2018,3,59.39,130,,19.79666667,p184,c15
10-12-2018,4,70.84,123,,17.71,p184,c15
17-12-2018,3,53.13,165,,17.71,p184,c15
24-12-2018,2,35.42,162,,17.71,p184,c15
01-01-2018,17,118.08,,,6.945882353,p185,c8
08-01-2018,22,158.86,82,,7.220909091,p185,c8
15-01-2018,24,194.64,86,,8.11,p185,c8
22-01-2018,23,190.21,58,,8.27,p185,c8
29-01-2018,19,157.13,33,,8.27,p185,c8
05-02-2018,21,173.67,83,,8.27,p185,c8
12-02-2018,6,49.62,136,,8.27,p185,c8
19-02-2018,8,66.16,126,,8.27,p185,c8
26-02-2018,24,198.48,121,,8.27,p185,c8
05-03-2018,33,272.91,97,,8.27,p185,c8
12-03-2018,29,239.83,63,,8.27,p185,c8
19-03-2018,65,537.79,47,,8.273692308,p185,c8
26-03-2018,49,405.86,104,,8.282857143,p185,c8
02-04-2018,47,388.76,90,,8.271489362,p185,c8
09-04-2018,38,314.47,56,,8.275526316,p185,c8
16-04-2018,53,438.31,109,,8.27,p185,c8
23-04-2018,34,281.18,120,,8.27,p185,c8
30-04-2018,34,281.18,133,,8.27,p185,c8
07-05-2018,49,405.27,270,,8.270816327,p185,c8
14-05-2018,35,289.45,270,,8.27,p185,c8
21-05-2018,44,363.88,244,,8.27,p185,c8
28-05-2018,45,372.15,258,,8.27,p185,c8
04-06-2018,49,405.23,216,,8.27,p185,c8
11-06-2018,52,430.11,182,,8.271346154,p185,c8
18-06-2018,51,421.92,154,,8.272941176,p185,c8
25-06-2018,61,504.47,100,,8.27,p185,c8
02-07-2018,57,471.39,80,,8.27,p185,c8
09-07-2018,91,752.57,105,,8.27,p185,c8
16-07-2018,92,761.2,54,,8.273913043,p185,c8
23-07-2018,99,818.73,61,,8.27,p185,c8
30-07-2018,87,719.49,83,,8.27,p185,c8
06-08-2018,76,628.68,233,,8.272105263,p185,c8
13-08-2018,62,613.92,411,,9.901935484,p185,c8
20-08-2018,48,611.79,632,,12.745625,p185,c8
27-08-2018,102,1302.88,793,,12.77333333,p185,c8
03-09-2018,104,1320.44,850,,12.69653846,p185,c8
10-09-2018,92,1063.2,796,,11.55652174,p185,c8
17-09-2018,113,1275.88,793,,11.29097345,p185,c8
24-09-2018,97,1095.67,791,,11.29556701,p185,c8
01-10-2018,61,688.69,740,,11.29,p185,c8
08-10-2018,75,846.75,678,,11.29,p185,c8
15-10-2018,70,790.3,622,,11.29,p185,c8
22-10-2018,60,677.4,556,,11.29,p185,c8
29-10-2018,56,640.74,493,,11.44178571,p185,c8
05-11-2018,43,527.97,469,,12.27837209,p185,c8
12-11-2018,34,438.26,513,,12.89,p185,c8
19-11-2018,26,334.34,533,,12.85923077,p185,c8
26-11-2018,31,402.69,540,,12.99,p185,c8
03-12-2018,43,558.57,521,,12.99,p185,c8
10-12-2018,30,390.18,483,,13.006,p185,c8
17-12-2018,26,337.74,447,,12.99,p185,c8
24-12-2018,18,233.82,422,,12.99,p185,c8
01-01-2018,7,69.93,,,9.99,p186,c9
08-01-2018,9,89.91,88,,9.99,p186,c9
15-01-2018,9,89.91,77,,9.99,p186,c9
22-01-2018,19,189.81,69,,9.99,p186,c9
29-01-2018,12,119.88,49,,9.99,p186,c9
05-02-2018,4,39.96,60,,9.99,p186,c9
12-02-2018,8,79.92,106,,9.99,p186,c9
19-02-2018,7,66.73,95,,9.532857143,p186,c9
26-02-2018,6,55.14,89,,9.19,p186,c9
05-03-2018,8,73.52,82,,9.19,p186,c9
12-03-2018,4,39.16,77,,9.79,p186,c9
19-03-2018,16,149.04,72,,9.315,p186,c9
26-03-2018,7,67.53,62,,9.647142857,p186,c9
02-04-2018,11,109.89,54,,9.99,p186,c9
09-04-2018,8,79.92,67,,9.99,p186,c9
16-04-2018,6,59.94,74,,9.99,p186,c9
23-04-2018,29,289.71,72,,9.99,p186,c9
30-04-2018,3,29.97,44,,9.99,p186,c9
07-05-2018,3,29.97,41,,9.99,p186,c9
14-05-2018,2,19.98,38,,9.99,p186,c9
21-05-2018,6,62.54,37,,10.42333333,p186,c9
28-05-2018,7,69.93,31,,9.99,p186,c9
04-06-2018,7,69.93,25,,9.99,p186,c9
11-06-2018,6,59.94,19,,9.99,p186,c9
18-06-2018,11,109.89,12,,9.99,p186,c9
01-01-2018,2,24.84,,,12.42,p187,c9
08-01-2018,5,52.27,7,,10.454,p187,c9
15-01-2018,1,10.03,3,,10.03,p187,c9
22-01-2018,1,10.64,1,,10.64,p187,c9
12-02-2018,1,16,1,,16,p187,c9
08-01-2018,4,39.96,9,,9.99,p188,c9
29-01-2018,1,9.99,5,,9.99,p188,c9
05-02-2018,2,19.98,4,,9.99,p188,c9
12-02-2018,1,9.99,2,,9.99,p188,c9
01-01-2018,153,2280.83,,,14.90738562,p189,c2
08-01-2018,167,2738.52,1049,,16.39832335,p189,c2
15-01-2018,121,2243.97,914,,18.54520661,p189,c2
22-01-2018,141,2621.19,787,,18.59,p189,c2
29-01-2018,162,3052.68,647,,18.8437037,p189,c2
05-02-2018,193,3085.77,534,,15.9884456,p189,c2
12-02-2018,112,1834.22,531,,16.37696429,p189,c2
19-02-2018,179,2856.43,561,,15.9577095,p189,c2
26-02-2018,206,3273.34,579,,15.89,p189,c2
05-03-2018,150,2473.5,514,,16.49,p189,c2
12-03-2018,93,1779.09,485,,19.13,p189,c2
19-03-2018,154,3103.98,555,,20.15571429,p189,c2
26-03-2018,97,1975.61,493,,20.3671134,p189,c2
02-04-2018,157,2669.73,453,,17.00464968,p189,c2
09-04-2018,152,2415.28,326,,15.89,p189,c2
16-04-2018,154,2447.06,290,,15.89,p189,c2
23-04-2018,129,2049.81,246,,15.89,p189,c2
30-04-2018,131,2081.59,243,,15.89,p189,c2
07-05-2018,154,2447.06,638,,15.89,p189,c2
14-05-2018,127,2018.03,758,,15.89,p189,c2
21-05-2018,137,2176.93,668,,15.89,p189,c2
28-05-2018,158,2510.62,631,,15.89,p189,c2
04-06-2018,89,1414.21,758,,15.89,p189,c2
11-06-2018,121,1922.69,882,,15.89,p189,c2
18-06-2018,135,2145.15,813,,15.89,p189,c2
25-06-2018,136,2161.04,679,,15.89,p189,c2
02-07-2018,121,1922.69,662,,15.89,p189,c2
09-07-2018,127,2018.03,741,,15.89,p189,c2
16-07-2018,225,3575.25,676,,15.89,p189,c2
23-07-2018,181,2876.09,648,,15.89,p189,c2
30-07-2018,184,2923.76,590,,15.89,p189,c2
06-08-2018,211,3352.79,653,,15.89,p189,c2
13-08-2018,177,2812.53,606,,15.89,p189,c2
20-08-2018,190,3019.1,495,,15.89,p189,c2
27-08-2018,314,4978.25,475,,15.85429936,p189,c2
03-09-2018,186,3704.34,559,,19.91580645,p189,c2
10-09-2018,432,7845.18,571,,18.16013889,p189,c2
17-09-2018,554,9560.66,1038,,17.25750903,p189,c2
24-09-2018,357,5468.53,1632,,15.3180112,p189,c2
01-10-2018,262,4005.98,1242,,15.29,p189,c2
08-10-2018,206,3149.74,1548,,15.29,p189,c2
15-10-2018,241,3684.89,1951,,15.29,p189,c2
22-10-2018,235,3593.15,2641,,15.29,p189,c2
29-10-2018,211,3226.19,2818,,15.29,p189,c2
05-11-2018,178,2721.62,2700,,15.29,p189,c2
12-11-2018,231,3531.99,3252,,15.29,p189,c2
19-11-2018,163,2492.4,3060,,15.29079755,p189,c2
26-11-2018,313,4785.77,3374,,15.29,p189,c2
03-12-2018,363,5550.41,3765,,15.29038567,p189,c2
10-12-2018,401,6131.29,3632,,15.29,p189,c2
17-12-2018,328,5034.84,3253,,15.35012195,p189,c2
24-12-2018,86,1368.66,2908,,15.91465116,p189,c2
08-01-2018,1,8.99,14,,8.99,p190,c11
22-01-2018,3,23.78,13,,7.926666667,p190,c11
29-01-2018,3,23.49,1,,7.83,p190,c11
19-02-2018,1,6.59,8,,6.59,p190,c11
26-02-2018,1,6.56,8,,6.56,p190,c11
05-03-2018,1,6.56,6,,6.56,p190,c11
12-03-2018,1,6.56,5,,6.56,p190,c11
19-03-2018,1,6.63,4,,6.63,p190,c11
26-03-2018,1,6.63,3,,6.63,p190,c11
21-05-2018,1,10.99,1,,10.99,p190,c11
01-01-2018,60,1324.4,,,22.07333333,p191,c9
08-01-2018,68,1495.32,453,,21.99,p191,c9
15-01-2018,60,1321.34,429,,22.02233333,p191,c9
22-01-2018,80,1761.36,367,,22.017,p191,c9
29-01-2018,77,1698.86,293,,22.06311688,p191,c9
05-02-2018,60,1319.4,263,,21.99,p191,c9
12-02-2018,77,1696.28,218,,22.02961039,p191,c9
19-02-2018,76,1671.95,224,,21.99934211,p191,c9
26-02-2018,58,1275.42,182,,21.99,p191,c9
05-03-2018,55,1210.26,205,,22.00472727,p191,c9
12-03-2018,63,1385.88,182,,21.99809524,p191,c9
19-03-2018,88,1935.12,171,,21.99,p191,c9
26-03-2018,75,1650.39,259,,22.0052,p191,c9
02-04-2018,68,1495.32,199,,21.99,p191,c9
09-04-2018,47,1036.72,193,,22.05787234,p191,c9
16-04-2018,77,1705.37,212,,22.14766234,p191,c9
23-04-2018,53,1165.47,171,,21.99,p191,c9
30-04-2018,49,1077.51,156,,21.99,p191,c9
07-05-2018,52,1152.5,239,,22.16346154,p191,c9
14-05-2018,62,1363.38,351,,21.99,p191,c9
21-05-2018,59,1300.93,287,,22.04966102,p191,c9
28-05-2018,42,923.58,239,,21.99,p191,c9
04-06-2018,44,967.56,280,,21.99,p191,c9
11-06-2018,32,707.24,244,,22.10125,p191,c9
18-06-2018,56,1231.44,215,,21.99,p191,c9
25-06-2018,46,1011.54,206,,21.99,p191,c9
02-07-2018,50,1099.5,313,,21.99,p191,c9
09-07-2018,45,989.55,420,,21.99,p191,c9
16-07-2018,119,2623.85,424,,22.04915966,p191,c9
23-07-2018,127,2792.73,403,,21.99,p191,c9
30-07-2018,152,3344.21,382,,22.00138158,p191,c9
06-08-2018,135,2968.65,397,,21.99,p191,c9
13-08-2018,145,3192.47,400,,22.01703448,p191,c9
20-08-2018,116,2550.84,683,,21.99,p191,c9
27-08-2018,195,4288.05,657,,21.99,p191,c9
03-09-2018,198,4354.02,615,,21.99,p191,c9
10-09-2018,207,4551.93,590,,21.99,p191,c9
17-09-2018,194,4266.06,526,,21.99,p191,c9
24-09-2018,200,4398,468,,21.99,p191,c9
01-10-2018,98,2155.02,354,,21.99,p191,c9
08-10-2018,123,2704.88,362,,21.99089431,p191,c9
15-10-2018,106,2332.06,391,,22.00056604,p191,c9
22-10-2018,95,2089.47,332,,21.99442105,p191,c9
29-10-2018,75,1649.25,523,,21.99,p191,c9
05-11-2018,89,1960.81,536,,22.03157303,p191,c9
12-11-2018,80,1760.24,720,,22.003,p191,c9
19-11-2018,58,1275.95,691,,21.99913793,p191,c9
26-11-2018,109,2397.32,777,,21.99376147,p191,c9
03-12-2018,123,2705.33,809,,21.99455285,p191,c9
10-12-2018,117,2573.15,848,,21.99273504,p191,c9
17-12-2018,76,1671.39,790,,21.99197368,p191,c9
24-12-2018,34,748.88,709,,22.02588235,p191,c9
01-01-2018,177,3336.68,,,18.85129944,p192,c12
08-01-2018,197,3743.53,1735,,19.00269036,p192,c12
15-01-2018,265,5067.75,1700,,19.12358491,p192,c12
22-01-2018,120,3377.16,1591,,28.143,p192,c12
29-01-2018,110,3290.39,1428,,29.91263636,p192,c12
05-02-2018,89,2631.8,1315,,29.57078652,p192,c12
12-02-2018,71,2097.99,1224,,29.54915493,p192,c12
19-02-2018,90,2627.25,1132,,29.19166667,p192,c12
26-02-2018,105,2898.31,1055,,27.60295238,p192,c12
05-03-2018,99,2696.66,912,,27.2389899,p192,c12
12-03-2018,114,3105.46,823,,27.24087719,p192,c12
19-03-2018,164,4523.87,730,,27.58457317,p192,c12
26-03-2018,86,2519.77,681,,29.29965116,p192,c12
02-04-2018,78,2313.71,658,,29.66294872,p192,c12
09-04-2018,90,2576.19,699,,28.62433333,p192,c12
16-04-2018,130,3545.49,611,,27.273,p192,c12
23-04-2018,97,2642.07,480,,27.23783505,p192,c12
30-04-2018,153,4169.07,388,,27.24882353,p192,c12
07-05-2018,128,3488.69,368,,27.25539063,p192,c12
14-05-2018,112,3051.52,527,,27.24571429,p192,c12
21-05-2018,96,2616.9,433,,27.259375,p192,c12
28-05-2018,121,3298.21,560,,27.25793388,p192,c12
04-06-2018,97,2644.05,545,,27.25824742,p192,c12
11-06-2018,87,2369.91,642,,27.24034483,p192,c12
18-06-2018,67,1825.65,769,,27.24850746,p192,c12
25-06-2018,87,2369,741,,27.22988506,p192,c12
02-07-2018,72,1963.06,659,,27.26472222,p192,c12
09-07-2018,114,3107.64,786,,27.26,p192,c12
16-07-2018,247,6737.21,889,,27.27615385,p192,c12
23-07-2018,126,3433.95,720,,27.25357143,p192,c12
30-07-2018,127,3461.49,684,,27.25582677,p192,c12
06-08-2018,101,2752.36,603,,27.25108911,p192,c12
13-08-2018,148,4030.28,822,,27.23162162,p192,c12
20-08-2018,132,3597.35,1000,,27.25265152,p192,c12
27-08-2018,183,4982.86,1095,,27.22874317,p192,c12
03-09-2018,207,5634.16,1117,,27.21816425,p192,c12
10-09-2018,240,6540.22,1166,,27.25091667,p192,c12
17-09-2018,198,5392.66,1275,,27.23565657,p192,c12
24-09-2018,129,3510.09,1638,,27.21,p192,c12
01-10-2018,87,2367.72,1424,,27.21517241,p192,c12
08-10-2018,87,2261.25,1568,,25.99137931,p192,c12
15-10-2018,83,2173.74,1940,,26.18963855,p192,c12
22-10-2018,95,2617.94,2682,,27.55726316,p192,c12
29-10-2018,128,3115.52,2846,,24.34,p192,c12
05-11-2018,120,2846.47,2711,,23.72058333,p192,c12
12-11-2018,140,3318.45,3080,,23.70321429,p192,c12
19-11-2018,226,5364.94,2975,,23.73867257,p192,c12
26-11-2018,323,7659.49,2827,,23.71359133,p192,c12
03-12-2018,221,5237.39,2546,,23.69859729,p192,c12
10-12-2018,224,5307.4,2367,,23.69375,p192,c12
17-12-2018,179,4241.46,2159,,23.69530726,p192,c12
24-12-2018,93,2206.55,1960,,23.72634409,p192,c12
01-01-2018,2,109.98,,,54.99,p193,c13
08-01-2018,1,54.99,29,,54.99,p193,c13
15-01-2018,3,164.97,29,,54.99,p193,c13
22-01-2018,1,54.99,26,,54.99,p193,c13
29-01-2018,7,391.63,24,,55.94714286,p193,c13
05-02-2018,1,59.79,18,,59.79,p193,c13
12-02-2018,1,62.79,16,,62.79,p193,c13
19-02-2018,2,109.98,21,,54.99,p193,c13
05-03-2018,3,164.97,18,,54.99,p193,c13
12-03-2018,2,109.98,15,,54.99,p193,c13
26-03-2018,2,109.98,13,,54.99,p193,c13
02-04-2018,9,494.91,11,,54.99,p193,c13
09-04-2018,1,54.99,2,,54.99,p193,c13
16-04-2018,5,274.95,8,,54.99,p193,c13
23-04-2018,3,164.97,7,,54.99,p193,c13
30-04-2018,2,109.98,4,,54.99,p193,c13
07-05-2018,4,219.96,6,,54.99,p193,c13
14-05-2018,6,329.94,14,,54.99,p193,c13
21-05-2018,2,109.98,14,,54.99,p193,c13
28-05-2018,2,109.98,12,,54.99,p193,c13
04-06-2018,5,274.95,16,,54.99,p193,c13
11-06-2018,5,274.95,11,,54.99,p193,c13
18-06-2018,8,439.92,12,,54.99,p193,c13
25-06-2018,5,274.95,5,,54.99,p193,c13
02-07-2018,3,164.97,6,,54.99,p193,c13
09-07-2018,2,109.98,33,,54.99,p193,c13
16-07-2018,5,274.95,30,,54.99,p193,c13
23-07-2018,1,54.99,24,,54.99,p193,c13
30-07-2018,5,302.88,35,,60.576,p193,c13
06-08-2018,15,824.85,30,,54.99,p193,c13
13-08-2018,7,384.93,16,,54.99,p193,c13
20-08-2018,6,329.94,22,,54.99,p193,c13
27-08-2018,4,219.96,20,,54.99,p193,c13
03-09-2018,6,329.94,28,,54.99,p193,c13
10-09-2018,1,54.99,38,,54.99,p193,c13
17-09-2018,4,219.96,42,,54.99,p193,c13
24-09-2018,5,274.95,47,,54.99,p193,c13
01-10-2018,1,54.99,43,,54.99,p193,c13
08-10-2018,0,0,42,,,p193,c13
15-10-2018,2,109.98,42,,54.99,p193,c13
22-10-2018,7,384.93,40,,54.99,p193,c13
29-10-2018,4,219.96,33,,54.99,p193,c13
05-11-2018,8,439.92,29,,54.99,p193,c13
12-11-2018,9,494.91,29,,54.99,p193,c13
19-11-2018,7,384.93,34,,54.99,p193,c13
26-11-2018,20,1099.8,39,,54.99,p193,c13
03-12-2018,13,714.87,31,,54.99,p193,c13
10-12-2018,24,1319.76,42,,54.99,p193,c13
17-12-2018,14,772.66,52,,55.19,p193,c13
24-12-2018,8,439.92,44,,54.99,p193,c13
08-01-2018,1,49.18,54,,49.18,p194,c2
15-01-2018,4,214.24,52,,53.56,p194,c2
22-01-2018,2,112.78,49,,56.39,p194,c2
29-01-2018,5,276.75,46,,55.35,p194,c2
05-02-2018,4,222.96,40,,55.74,p194,c2
12-02-2018,2,112.78,37,,56.39,p194,c2
19-02-2018,3,169.17,35,,56.39,p194,c2
26-02-2018,1,56.39,32,,56.39,p194,c2
05-03-2018,2,112.78,30,,56.39,p194,c2
12-03-2018,7,394.73,29,,56.39,p194,c2
19-03-2018,13,733.07,20,,56.39,p194,c2
26-03-2018,5,281.95,27,,56.39,p194,c2
02-04-2018,1,56.39,21,,56.39,p194,c2
09-04-2018,1,56.39,26,,56.39,p194,c2
16-04-2018,5,281.95,29,,56.39,p194,c2
30-04-2018,4,225.56,23,,56.39,p194,c2
07-05-2018,3,169.17,28,,56.39,p194,c2
14-05-2018,7,394.73,26,,56.39,p194,c2
21-05-2018,2,112.78,22,,56.39,p194,c2
28-05-2018,1,56.39,21,,56.39,p194,c2
04-06-2018,7,394.73,22,,56.39,p194,c2
11-06-2018,3,169.17,16,,56.39,p194,c2
25-06-2018,1,56.39,17,,56.39,p194,c2
09-07-2018,2,112.78,35,,56.39,p194,c2
16-07-2018,3,169.51,33,,56.50333333,p194,c2
23-07-2018,6,338.84,31,,56.47333333,p194,c2
30-07-2018,6,338.34,26,,56.39,p194,c2
06-08-2018,2,112.78,19,,56.39,p194,c2
13-08-2018,5,281.95,29,,56.39,p194,c2
20-08-2018,1,56.39,28,,56.39,p194,c2
27-08-2018,3,169.17,32,,56.39,p194,c2
03-09-2018,8,451.12,30,,56.39,p194,c2
